course_url,course_name,instructor_name,course_provider,course_level,course_certificate,course_subject,course_is_university,course_avg_rating,course_num_rating,course_institution,course_is_classroom,course_is_free,course_id,course_type,course_provider_url,description,duration,start_date,pricing,image_url,rating,is_free,language
https://www.classcentral.com/classroom/youtube-fractal-dimensions-and-buechi-automata-168410,Fractal Dimensions and Büchi Automata,Fields Institute,YouTube,,False,Automata Theory,False,0,0,Fields Institute,True,True,168410,course,N/A,"Explore fractal dimensions and Büchi automata, delving into formal definitions, regular languages, and ω-languages. Discover applications in model theory and intriguing examples where dimensions diverge.",49 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/40f281b86ab9.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-conversion-of-regular-expression-to-finite-automata-using-subset-method-in-automata-theory-toc-217104,Conversion of Regular Expression to Finite Automata Using Subset Method in Automata Theory,Sundeep Saradhi Kanthety,YouTube,,False,Automata Theory,False,0,0,Sundeep Saradhi Kanthety,True,True,217104,course,N/A,"Learn to convert regular expressions to finite automata using the subset method, covering NFA construction, epsilon transition removal, and DFA conversion in automata theory.",21 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/265141ad3b61.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-conversion-of-finite-automata-to-re-using-state-eliminating-method-in-automata-theory-toc-217105,Conversion of Finite Automata to Regular Expression Using State Eliminating Method in Automata Theory,Sundeep Saradhi Kanthety,YouTube,,False,Automata Theory,False,0,0,Sundeep Saradhi Kanthety,True,True,217105,course,N/A,"Learn to convert finite automata to regular expressions using the state elimination method, a crucial technique in automata theory for simplifying complex systems.",28 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/47dea1c773fb.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-conversion-of-finite-automata-to-regular-expression-using-ardens-method-in-automata-theory-toc-217106,Conversion of Finite Automata to Regular Expression Using Arden's Method in Automata Theory,Sundeep Saradhi Kanthety,YouTube,,False,Automata Theory,False,0,0,Sundeep Saradhi Kanthety,True,True,217106,course,N/A,Learn to convert finite automata to regular expressions using Arden's method in automata theory. Explore step-by-step process with examples to master this important concept in theoretical computer science.,21 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/8f85bbe59941.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-plse-seminar-series-loris-d-antoni-the-power-of-symbolic-automata-253872,PLSE Seminar Series - The Power of Symbolic Automata,Paul G. Allen School,YouTube,,False,Automata Theory,False,0,0,Paul G. Allen School,True,True,253872,course,N/A,"Explores symbolic automata, their applications in program verification, and novel decision procedures for equivalence checking and minimization of these powerful automata operating over infinite alphabets.",1 hour 4 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/f314ec6c5fab.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-narad-rampersad-an-introduction-to-walnut-lecture-1-328157,An Introduction to Walnut - Lecture 1,Centre International de Rencontres Mathématiques,YouTube,,False,Automata Theory,False,0,0,Centre International de Rencontres Mathématiques,True,True,328157,course,N/A,"Explore Walnut, a tool for automata-based decision procedures in number theory and combinatorics on words. Learn its applications and fundamental concepts.",1 hour 35 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/774917d72a52.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-narad-rampersad-an-introduction-to-walnut-lecture-2-328161,An Introduction to Walnut - Lecture 2,Centre International de Rencontres Mathématiques,YouTube,,False,Automata Theory,False,0,0,Centre International de Rencontres Mathématiques,True,True,328161,course,N/A,"Explore Walnut, a tool for automata-based proofs in number theory and combinatorics. Delve into advanced techniques and applications in this comprehensive mathematical lecture.",1 hour 38 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/dd92dbcc4725.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-on-partial-order-and-automata-techniques-for-analyzing-communication-305080,On Partial-Order and Automata Techniques for Analyzing Communication,Simons Institute,YouTube,,False,Automata Theory,False,0,0,Simons Institute,True,True,305080,course,N/A,"Explores verification and synthesis techniques for peer-to-peer and mailbox communication in concurrent programming, focusing on message-passing models and their applications in distributed systems.",36 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6585dad588bf.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-marco-caminati-challenges-in-formalising-recent-results-in-formal-language-theory-309786,Challenges in Formalising Recent Results in Formal Language Theory,Hausdorff Center for Mathematics,YouTube,,False,Automata Theory,False,0,0,Hausdorff Center for Mathematics,True,True,309786,course,N/A,"Explore challenges in formalizing recent results linking formal language theory and computational group theory, with insights on making proofs more amenable to formalization.",51 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/23c24bac82df.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-jsalt-2023-team-presentation-weighted-finite-state-automata-linear-algebra-lucas-ondel-yang-339294,Weighted Finite State Automata and Linear Algebra - JSALT 2023 Team Presentation,"Center for Language & Speech Processing(CLSP), JHU",YouTube,,False,Automata Theory,False,0,0,"Center for Language & Speech Processing(CLSP), JHU",True,True,339294,course,N/A,Explore weighted finite state automata and linear algebra in speech and language processing through a comprehensive JSALT 2023 team presentation by Lucas Ondel Yang.,2 hours 36 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/77d54fa3c1e9.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-st30-complete-multiparty-session-type-projection-with-automata-347521,Complete Multiparty Session Type Projection with Automata - ST30,ACM SIGPLAN,YouTube,,False,Automata Theory,False,0,0,ACM SIGPLAN,True,True,347521,course,N/A,"Explore efficient multiparty session type projection using automata. Learn sound, complete, and efficient techniques for verifying asynchronous communication protocols.",30 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9693541b0010.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-scheme-23-visualizing-why-nondeterministic-finite-state-automa-reject-347617,Visualizing Why Nondeterministic Finite-State Automata Reject,ACM SIGPLAN,YouTube,,False,Automata Theory,False,0,0,ACM SIGPLAN,True,True,347617,course,N/A,"Explore visual techniques for understanding rejection in nondeterministic finite-state automata, enhancing comprehension of complex computational concepts.",29 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/f8c179b5af4d.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-popl-24-on-learning-polynomial-recursive-programs-347966,On Learning Polynomial Recursive Programs,ACM SIGPLAN,YouTube,,False,Automata Theory,False,0,0,ACM SIGPLAN,True,True,347966,course,N/A,"Explore P-finite automata, a generalization of weighted automata with polynomial transition weights. Learn about their polynomial-time learnability in Angluin's MAT exact learning model.",19 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5e54ec24118c.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-popl-24-parikh-s-theorem-made-symbolic-347988,Parikh's Theorem Made Symbolic - POPL'24,ACM SIGPLAN,YouTube,,False,Automata Theory,False,0,0,ACM SIGPLAN,True,True,347988,course,N/A,"Explore Parikh's Theorem for symbolic automata, learning efficient algorithms for handling large or infinite alphabets in language processing and constraint solving.",18 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/e341b9f4b8f9.jpg,No rating available,Yes,English
https://www.classcentral.com/course/mind-machine-artificial-intelligence-17330,What is “the mind” and what is artificial intelligence?,N/A,Coursera,beginner,True,Artificial Intelligence,True,0,0,University of Colorado Boulder,False,True,17330,course,N/A,"In this course, we will explore the history of cognitive science and the way these ideas shape how we think of artificial cognition.",7 hours 40 minutes,On-Demand,Free Online Course (Audit),https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/0a52c7a56514.jpg,No rating available,Yes,English
https://www.classcentral.com/course/system-validation-modal-formulas-7808,System Validation (3): Requirements by modal formulas,N/A,Coursera,advanced,True,Computer Science,False,0,0,EIT Digital,False,True,7808,course,N/A,"Aprenda a especificar requisitos formais para sistemas usando lógica modal e fórmulas fixas, permitindo análise automatizada e garantia de comportamento correto em sistemas embarcados.",3 hours 56 minutes,On-Demand,Free Online Course (Audit),https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/429d0679bfce.png,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-computer-science-theory-of-computation-47562,Theory of Computation,"NPTEL, IIT Kanpur",YouTube,,False,Computer Science,True,4.75,4,NPTEL,True,True,47562,course,N/A,"Explore finite automata, regular languages, context-free grammars, and Turing machines. Learn about computational models, their properties, and fundamental concepts in theoretical computer science.",1 day 15 hours,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/4a9163941761.jpg,5 out of 5 stars,Yes,English
https://www.classcentral.com/course/swayam-introduction-to-automata-languages-and-computation-12943,"Introduction to Automata, Languages and Computation","IIT Kharagpur, NPTEL",Swayam,,True,Automata Theory,True,0,0,"Indian Institute of Technology, Kharagpur",False,True,12943,course,N/A,"Automata, Languages and Computation have been an important part of the curriculum in computer science department for several decades.The automata theory is the study of abstract machines and theirapplication in solving computational problems",12 weeks,Finished,Free Online Course,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/dfc4cac53da6.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-continuity-rational-functions-michael-cadilhac-university-of-oxford-141757,"Continuity and Rational Functions - Michaël Cadilhac, University of Oxford",Alan Turing Institute,YouTube,,False,Rational Functions,False,0,0,Alan Turing Institute,True,True,141757,course,N/A,"Explore continuity in word-to-word functions and its connection to language classes. Delve into transducers and their role in computing continuous functions, with applications in automata theory.",47 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/1894f9f0ea00.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-peter-lloyd-automata-theoretic-approach-to-modelling-consciousness-within-mental-monism-135781,Automata-Theoretic Approach to Modelling Consciousness Within Mental Monism,Models of Consciousness Conferences,YouTube,,False,Philosophy of Mind,False,0,0,Models of Consciousness Conferences,True,True,135781,course,N/A,"Automata-theoretic approach to modeling consciousness in mental monism, exploring constraints and implications for substrate-free models of the mind's structure and dynamics.",17 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/edde2c009073.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-eced2200-course-review-lecture-part-3-aug-10-2012-138937,"Course Review Lecture Part 3 - Aug 10, 2012",Colin O'Flynn,YouTube,,False,Finite State Machine,False,0,0,Colin O'Flynn,True,True,138937,course,N/A,"Comprehensive review of digital logic concepts including flip-flops, registers, counters, and finite state machines. Covers design processes and practical applications in digital systems.",51 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2aec727c45a7.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-eced2200-digital-circuits-lecture-summary-finite-state-machines-138939,Digital Circuits Lecture - Summary - Finite State Machines,Colin O'Flynn,YouTube,,False,Finite State Machine,False,0,0,Colin O'Flynn,True,True,138939,course,N/A,"Comprehensive overview of Finite State Machines, covering problem understanding, diagram creation, state assignment, flip-flop selection, and implementation specifics for both Mealy and Moore machines.",25 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/487f47159334.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-why-it-s-all-snake-oil-and-that-may-be-ok-pablo-breuer-152077,Why It's All Snake Oil - And That May Be Ok,BSidesLV,YouTube,,False,Security BSides,False,0,0,BSidesLV,True,True,152077,course,N/A,"Explore cybersecurity challenges, computational limitations, and the implications of ""snake oil"" solutions in modern technology and threat detection.",42 minutes,On-Demand,Conference Talk,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a356f8eb3308.jpg,No rating available,No,English
https://www.classcentral.com/classroom/youtube-php-uk-conference-2017-karina-popova-real-time-communication-to-simplify-your-life-191240,Real Time Communication to Simplify Your Life,PHP UK Conference,YouTube,,False,PHP UK Conference,False,0,0,PHP UK Conference,True,True,191240,course,N/A,"Explore real-time communication in IoT projects, focusing on connectivity, scalability, and global distribution. Learn about SIM card management, security, and PHP-based use cases in various industries.",41 minutes,On-Demand,Conference Talk,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/c2d15150c2e5.jpg,No rating available,No,English
https://www.classcentral.com/classroom/youtube-growing-neural-cellular-automata-162675,Growing Neural Cellular Automata,Yannic Kilcher,YouTube,,False,Cellular Automata,False,0,0,Yannic Kilcher,True,True,162675,course,N/A,"Explore neural cellular automata that learn to grow complex patterns through local interactions, mimicking biological morphogenesis and self-organization in a fascinating, interactive model.",16 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/54d4782c5138.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-a-relational-exploration-of-the-chomsky-hierarchy-by-daniel-friedman-and-william-byrd-2013-166051,A Relational Exploration of the Chomsky Hierarchy,Strange Loop Conference,YouTube,,False,Strange Loop Conference,False,0,0,Strange Loop Conference,True,True,166051,course,N/A,"Explore encoding automata and Turing Machines in miniKanren for relational programming. Learn to generate strings and associated data structures, gaining insights into the Chomsky Hierarchy and automata workings.",50 minutes,On-Demand,Conference Talk,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/c1d5cdb77a66.jpg,No rating available,No,English
https://www.classcentral.com/classroom/youtube-setstate-machine-michele-bertoli-235376,SetState Machine,React Conferences by GitNation,YouTube,,False,Conference Talks,False,0,0,React Conferences by GitNation,True,True,235376,course,N/A,Explore deterministic state management in React components using State Machines. Learn Automata theory basics and discover how to generate automated tests for more predictable applications.,28 minutes,On-Demand,Conference Talk,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6c584a39f0f3.jpg,No rating available,No,English
https://www.classcentral.com/classroom/youtube-games-from-logic-and-automata-to-algorithms-1-180392,Games: From Logic and Automata to Algorithms,Simons Institute,YouTube,,False,Algorithms and Data Structures,False,0,0,Simons Institute,True,True,180392,course,N/A,"Explore the intersection of logic, automata, and algorithms through game theory, focusing on theoretical foundations and computational applications.",46 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6ab52472463c.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-reversible-d-dmensional-ca-over-the-ring-mathbb-z-m-and-some-applications-in-ergodic-theory-183604,Reversible D-Dimensional CA Over the Ring ZM and Some Applications in Ergodic Theory,ICTP Mathematics,YouTube,,False,Cellular Automata,False,0,0,ICTP Mathematics,True,True,183604,course,N/A,"Explore cellular automata on $\mathbf{Z}_p$ and $\mathbf{Z}_m$, covering invertibility, ergodic properties, and entropy concepts. Delve into measure-theoretic and topological entropy for 1D linear CA and $\mathbb{Z}^2$-actions.",59 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a8db6303817d.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-bsidessf-2016-why-it-s-all-snake-oil-and-that-may-be-ok-pablo-breuer-165185,Why It’s All Snake Oil – And That May Be OK,Security BSides San Francisco,YouTube,,False,Security BSides,False,0,0,Security BSides San Francisco,True,True,165185,course,N/A,"Explore the limitations of security products, understand computer science theorems, and learn to evaluate vendor claims for your organization's needs.",10 minutes,On-Demand,Conference Talk,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/1af71ffe7d83.jpg,No rating available,No,English
https://www.classcentral.com/classroom/youtube-text-search-protocols-with-simulation-based-security-255614,Text Search Protocols with Simulation Based Security,TheIACR,YouTube,,False,Cryptography,False,0,0,TheIACR,True,True,255614,course,N/A,"Explore text search protocols with simulation-based security, covering applications, automata encryption, and evaluation techniques for secure and efficient data retrieval.",22 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/58cf689f5154.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-demo-cellular-automata-216992,Cellular Automata: Algorithmic Information Dynamics in Living Systems,Complexity Explorer,YouTube,,False,Cellular Automata,False,0,0,Complexity Explorer,True,True,216992,course,N/A,"Explore cellular automata, a computational model for complex systems, and their applications in studying causality and living systems from networks to cells.",21 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/db1eb99302b0.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-slr-parser-with-example-in-compiler-design-parse-table-parse-tree-compiler-design-217098,SLR Parser with Example in Compiler Design - Parse Table & Parse Tree,Sundeep Saradhi Kanthety,YouTube,,False,Compiler Design,False,0,0,Sundeep Saradhi Kanthety,True,True,217098,course,N/A,"Learn to construct SLR parsers, including LR(0) canonical items, parse tables, and parse trees. Gain practical skills in compiler design through detailed examples and step-by-step explanations.",1 hour 19 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/d480efbf2b86.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-chomsky-normal-form-cnf-conversion-of-cfg-to-cnf-in-automata-theory-cfg-to-cnf-toc-217103,Chomsky Normal Form and Conversion of CFG to CNF in Automata Theory,Sundeep Saradhi Kanthety,YouTube,,False,Context-Free Grammars,False,0,0,Sundeep Saradhi Kanthety,True,True,217103,course,N/A,"Learn to convert Context-Free Grammars to Chomsky Normal Form, a standardized format for simplifying and analyzing grammars in automata theory. Understand the steps and rules for this important transformation.",31 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5cc1e1c400b3.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-conversion-of-nfa-with-epsilon-to-nfa-without-epsilon-in-automata-theory-toc-217107,Conversion of NFA with Epsilon to NFA Without Epsilon in Automata Theory,Sundeep Saradhi Kanthety,YouTube,,False,Finite Automata,False,0,0,Sundeep Saradhi Kanthety,True,True,217107,course,N/A,"Learn to convert NFA with epsilon transitions to NFA without epsilon, a crucial skill in automata theory. Understand the step-by-step process and its importance in simplifying finite automata representations.",22 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/63fa367a8528.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-nicolas-ollinger-tutorial-on-cellular-automata-lecture-2-328162,Tutorial on Cellular Automata - Lecture 2,Centre International de Rencontres Mathématiques,YouTube,,False,Cellular Automata,False,0,0,Centre International de Rencontres Mathématiques,True,True,328162,course,N/A,"Explore advanced concepts in cellular automata, including complex patterns and computational models, in this in-depth mathematical lecture.",1 hour 32 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/90b9507ab18d.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-elzbieta-krawczyk-around-cobham-s-theorem-328129,Around Cobham's Theorem,Centre International de Rencontres Mathématiques,YouTube,,False,Number Theory,False,0,0,Centre International de Rencontres Mathématiques,True,True,328129,course,N/A,Explore Cobham's theorem and its implications in combinatorics on words through an in-depth mathematical analysis.,42 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5fc3d04eac68.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-siamak-taati-stabilising-shifts-of-finite-type-with-cellular-automata-328137,Stabilizing Shifts of Finite Type with Cellular Automata,Centre International de Rencontres Mathématiques,YouTube,,False,Cellular Automata,False,0,0,Centre International de Rencontres Mathématiques,True,True,328137,course,N/A,Explore stabilization of finite type shifts using cellular automata in this mathematical conference talk on dynamic system complexity.,52 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/959a6f45fb06.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-w1l5-significance-of-regular-languages-and-regular-operations-330303,Significance of Regular Languages and Regular Operations - Lecture 5,NPTEL-NOC IITM,YouTube,,False,Regular Languages,False,0,0,NPTEL-NOC IITM,True,True,330303,course,N/A,"Explore regular languages, non-regular examples, and key operations like union, concatenation, and Kleene star to deepen understanding of formal language theory.",16 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6be1054f911d.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-panel-reactive-synthesis-open-questions-and-challenges-305064,Reactive Synthesis - Open Questions and Challenges,Simons Institute,YouTube,,False,Formal Methods,False,0,0,Simons Institute,True,True,305064,course,N/A,"Experts discuss open questions and challenges in reactive synthesis, exploring cutting-edge research and future directions in system modeling and automation.",27 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/0a31d62a0bc8.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-synthesis-and-verification-of-finite-horizon-tasks-305066,Synthesis and Verification of Finite Horizon Tasks,Simons Institute,YouTube,,False,Formal Methods,False,0,0,Simons Institute,True,True,305066,course,N/A,"Explore finite horizon task synthesis and verification techniques, focusing on model and system creation for time-bounded objectives in computational systems.",23 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/be84e4c298e0.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-specification-guided-reinforcement-learning-305070,Specification-guided Reinforcement Learning,Simons Institute,YouTube,,False,Reinforcement Learning,False,0,0,Simons Institute,True,True,305070,course,N/A,"Explore specification-guided reinforcement learning techniques for synthesizing models and systems, presented by Rajeev Alur from the University of Pennsylvania.",33 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a1cb2ee11e2f.jpg,No rating available,Yes,English
https://www.classcentral.com/classroom/youtube-distributed-controller-synthesis-for-deadlock-avoidance-305078,Distributed Controller Synthesis for Deadlock Avoidance,Simons Institute,YouTube,,False,Formal Methods,False,0,0,Simons Institute,True,True,305078,course,N/A,"Explore advanced techniques for synthesizing distributed controllers to prevent deadlocks in complex systems, enhancing system reliability and performance.",30 minutes,On-Demand,Free Video,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/97fbaed49f17.jpg,No rating available,Yes,English
